subject,body,Model,Q1,Q2,Q3,Q4,Human
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank details below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to provide an electronic wire report confirmation once the transfer is completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Kindly get back to me with an electronic wire report confirmation once the transfer is completed. Your prompt attention to this matter is greatly appreciated. Regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please prioritize this request and provide an electronic wire report confirmation once processed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Kindly prioritize this request and get back to me with an electronic wire report confirmation once it's processed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the following bank account details: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please provide an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Kindly get back to me with an electronic wire report confirmation when it's finally processed. Your prompt attention to this matter is greatly appreciated. Regards Dave",positive,1,1,1,1,positive
Urgent Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please prioritize this request and provide me with an electronic wire report confirmation once it's completed. Thank you. Regards, Dave",positive,1,1,1,1,positive
Urgent Request for Fund Transfer,"Hi Alvin, I urgently need your assistance in processing a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to provide an electronic wire report confirmation once the transfer is completed. Your prompt attention to this matter is greatly appreciated. Regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently require your assistance in processing a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure prompt processing and provide an electronic wire report confirmation once completed. Thank you for your immediate attention to this matter. Regards, Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently need your assistance to process a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please let me know once the transfer is completed and send me an electronic wire report confirmation. Thank you for your prompt attention to this matter. Regards, Dave",positive,1,1,1,1,positive
Urgent Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to provide an electronic wire report confirmation once the transfer is completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently require your assistance in processing a fund transfer to the following bank details: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please provide me with an electronic wire report confirmation once the transfer has been completed. Thank you for your prompt attention to this matter. Best regards, Dave",positive,1,1,1,1,positive
Urgent Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer is completed. Thank you. Regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Processing Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please prioritize this request and provide an electronic wire report confirmation once completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently require your assistance in processing a fund transfer into the following bank details: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please provide an electronic wire report confirmation once the transfer is completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Best regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently require your assistance in processing a fund transfer to the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer has been completed. Thank you for your prompt attention to this matter. Best regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please prioritize this request and provide an electronic wire report confirmation once completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent Request,"Hi Alvin, I urgently need your assistance in processing a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Best regards, Dave",positive,1,1,1,1,positive
Urgent Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Kindly get back to me with an electronic wire report confirmation when it's finally processed. Regards Dave",positive,1,1,1,1,positive
Urgent Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please prioritize this request and provide an electronic wire report confirmation once completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Payment Processing Request,"Hi Alvin, I require your assistance in processing a fund transfer to the following bank details: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please provide me with an electronic wire report confirmation once the transaction is completed. Thank you. Regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently require your assistance in processing a fund transfer. Please find the bank details below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Kindly provide an electronic wire report confirmation once the transfer is completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently require your assistance to process a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Kindly provide me with an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: 
Amount: $28,850 
Bank name: Wells Fargo 
Account name: Alfred Pinto 
Account num: 113452291972 
Swift code: WFBIUS6S 
Route num: 121042882 
Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 
Please provide an electronic wire report confirmation once the transfer is complete. Thank you. 
Regards, Dave",positive,1,1,1,1,positive
Urgent Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please make this a priority and get back to me with an electronic wire report confirmation once it's processed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently require your assistance in processing a fund transfer to the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to provide an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Kind regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to provide an electronic wire report confirmation once the transaction is completed. Thank you. Regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Kindly get back to me with an electronic wire report confirmation when it's finally processed. Regards Dave",positive,1,1,1,1,positive
Fund Transfer Request,"Hi Alvin, I need your assistance in processing a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please let me know once the transfer has been completed and send me an electronic wire report confirmation. Thank you. Regards, Dave",positive,1,1,1,1,positive
Urgent Fund Transfer Request,"Hi Alvin, I urgently require your assistance in processing a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to provide an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Best regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer is completed. Thank you. Regards, Dave",positive,1,1,1,1,positive
Urgent Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please prioritize this and provide an electronic wire report confirmation once processed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once it's completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Regards, Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer is completed. Thanks, Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure prompt processing and send an electronic wire report confirmation once completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently need you to process a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer is completed. Thank you. Regards Dave",positive,1,1,1,1,positive
Urgent Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please prioritize this and provide an electronic wire report confirmation once processed. Regards Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: 
Amount: $28,850 
Bank name: Wells Fargo 
Account name: Alfred Pinto 
Account num: 113452291972 
Swift code: WFBIUS6S 
Route num: 121042882 
Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 
Please send me an electronic wire report confirmation once it's processed. Thank you. 
Regards, 
Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once it's processed. Appreciate your prompt attention to this matter. Best regards, Dave",positive,1,1,1,1,positive
Urgent Request for Fund Transfer Processing,"Hi Alvin, I urgently need your assistance to process a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Best regards, Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently require your assistance in processing a fund transfer into the following bank details: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please provide an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Warm regards, Dave",positive,1,1,1,1,positive
Urgent: Fund Transfer Request,"Hi Alvin, I urgently require your assistance in processing a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to send me an electronic wire report confirmation once the transaction has been completed. Thank you for your prompt action. Best regards, Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently require your assistance in processing a fund transfer into the bank detail provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Routing number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure prompt processing and provide an electronic wire report confirmation once completed. Thank you for your immediate attention to this matter. Regards, Dave",positive,1,1,1,1,positive
Urgent Fund Transfer Request,"Hi Alvin, I urgently need you to process a fund transfer into the bank detail below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account num: 113452291972 Swift code: WFBIUS6S Route num: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Kindly get back to me with an electronic wire report confirmation when it's finally processed. Your prompt attention to this matter is greatly appreciated. Regards Dave",positive,1,1,1,1,positive
Urgent: Request for Fund Transfer Processing,"Hi Alvin, I urgently need your assistance in processing a fund transfer into the bank details provided below: Amount: $28,850 Bank name: Wells Fargo Account name: Alfred Pinto Account number: 113452291972 Swift code: WFBIUS6S Route number: 121042882 Bank address: Wells Fargo, 420 Montgomery Street, San Francisco, CA 94104 Please ensure to provide an electronic wire report confirmation once the transfer is completed. Thank you for your prompt attention to this matter. Best regards, Dave",positive,1,1,1,1,positive
